,userName,toeflScore,greV,greQ,greA,termAndYear,ugCollege,cgpa,univName
3322,ganesh10888,106.0,570.0,790.0,3.5,Fall - 2012,jntu,0.8009999999999999,University of Illinois Chicago
3323,Govindharaju,90.0,480.0,730.0,3.0,Fall - 2013,jntu,0.8029999999999999,University of Illinois Chicago
3324,sethuram19,108.0,154.0,160.0,4.0,Fall - 2013,jntu,0.8720000000000001,University of Illinois Chicago
3325,Srinivas Sukumar,102.0,159.0,163.0,4.5,Fall - 2015,jntu,0.89,University of Illinois Chicago
3326,vivekratnavel,101.0,151.0,166.0,3.5,Fall - 2014,jntu,0.71,University of Illinois Chicago
3327,adram02,99.0,157.0,158.0,4.0,Fall - 2013,jntu,0.91,University of Florida
3328,anandpg,283.0,650.0,800.0,4.0,Fall - 2006,jntu,0.86,University of Florida
3329,anuja_b,111.0,155.0,162.0,3.5,Fall - 2012,jntu,0.918,University of Florida
3330,arun7sampath,97.0,162.0,160.0,3.0,Fall - 2011,ritshivajiuniversity,0.884,University of Florida
3331,bazinga1990,111.0,580.0,760.0,4.0,Fall - 2012,ritshivajiuniversity,0.8470000000000001,University of Florida
3332,coolinglass,100.0,150.0,160.0,4.0,Fall - 2015,ritshivajiuniversity,0.794,University of Florida
3333,gokullu,92.0,470.0,750.0,3.0,Fall - 2011,ritshivajiuniversity,0.8759999999999999,University of Florida
3334,ilango,277.0,710.0,800.0,5.0,Fall - 2006,ritshivajiuniversity,0.86,University of Florida
3335,jerry_5,113.0,540.0,770.0,3.5,Fall - 2012,shrigovindramseksariainstituteoftechnolgyandsciencesindore,0.8,University of Florida
3336,karthiekc,102.0,164.0,160.0,4.0,Fall - 2012,jntu,0.8800000000000001,University of Florida
3337,malathi.raghavan,117.0,152.0,163.0,5.5,Fall - 2012,jntu,0.897,University of Florida
3338,mukundkidambi,113.0,590.0,800.0,4.0,Spring - 2011,jntu,0.8400000000000001,University of Florida
3339,nikrishnaa,104.0,159.0,159.0,3.5,Fall - 2012,jntu,0.8960000000000001,University of Florida
3340,prashy90,105.0,550.0,780.0,3.5,Fall - 2011,jntu,0.845,University of Florida
3341,sakthi522005,112.0,140.0,156.0,3.5,Spring - 2014,jntu,0.73,University of Florida
3342,sandy.sunder,109.0,152.0,157.0,4.5,Spring - 2011,jntu,0.8300000000000001,University of Florida
3343,sathyanarayanaa,103.0,158.0,163.0,3.0,Fall - 2012,jntu,0.7,University of Florida
3344,tinyjeba,108.0,155.0,166.0,4.0,Fall - 2013,jntu,0.8109999999999999,University of Florida
3345,vinay90,107.0,590.0,740.0,3.5,Fall - 2011,jntu,0.727,University of Florida
3346,yuujay,103.0,150.0,157.0,3.0,Fall - 2015,jntu,0.8130000000000001,University of Florida
3347,bazinga1990,111.0,580.0,760.0,4.0,Fall - 2012,jntu,0.8470000000000001,University of Colorado Boulder
3348,coolinglass,100.0,150.0,160.0,4.0,Fall - 2015,jntu,0.794,University of Colorado Boulder
3349,grefall2012,90.0,160.0,160.0,3.0,Fall - 2012,jntu,0.78,University of Colorado Boulder
3350,mukundkidambi,113.0,590.0,800.0,4.0,Spring - 2011,jntu,0.8400000000000001,University of Colorado Boulder
3351,swathy.sel,118.0,160.0,161.0,4.0,Fall - 2013,jntu,0.76,University of Colorado Boulder
3352,yehkay,109.0,670.0,800.0,4.0,Fall - 2012,jntu,0.76,University of Colorado Boulder
3353,ganesh10888,106.0,160.0,166.0,3.5,Fall - 2012,jntu,0.8009999999999999,University of Cincinnati
3354,prashy90,105.0,154.0,166.0,3.5,Fall - 2011,sietaffliatedtojntu,0.845,University of Cincinnati
3355,rahulsri92,117.0,155.0,165.0,4.5,Fall - 2013,jntu,0.8789999999999999,University of Cincinnati
3356,RamMuthukrishnan,106.0,157.0,166.0,4.0,Fall - 2015,jntu,0.8009999999999999,University of Cincinnati
3357,rtdinesh,94.0,149.0,161.0,3.0,Fall - 2013,jntu,0.8220000000000001,University of Cincinnati
3358,sumi123,110.0,170.0,166.0,4.0,Fall - 2014,jntu,0.935,University of Cincinnati
3359,vsridhar36,101.0,670.0,730.0,3.5,Fall - 2013,jntu,0.861,University of Cincinnati
3360,yehkay,109.0,670.0,800.0,4.0,Fall - 2012,jntu,0.76,University of Cincinnati
3361,karthikvenkat,116.0,158.0,163.0,4.5,Fall - 2011,jntu,0.97,University of California Santa Barbara
3362,prabudhakshin,106.0,700.0,800.0,4.5,Fall - 2011,jntu,0.82,University of California Santa Barbara
3363,prodigy,102.0,149.0,166.0,3.0,Fall - 2011,jntu,0.8949999999999999,University of California Santa Barbara
3364,Iniyavan,109.0,490.0,800.0,3.5,Fall - 2011,jntu,0.9309999999999999,University of California San Diego
3365,jefferson.ceg,112.0,164.0,164.0,4.5,Fall - 2011,jntu,0.9209999999999999,University of California San Diego
3366,malathi.raghavan,117.0,156.0,163.0,5.5,Fall - 2012,jntu,0.897,University of California San Diego
3367,prabudhakshin,106.0,700.0,800.0,4.5,Fall - 2011,jntu,0.82,University of California San Diego
3368,rajesh261092,105.0,159.0,168.0,3.0,Fall - 2015,siliconinstituteoftechnologyorissa,0.932,University of California San Diego
3369,lak_06,117.0,740.0,800.0,5.0,Fall - 2011,jntu,0.93,University of California Los Angeles
3370,anandpg,283.0,650.0,800.0,4.0,Fall - 2006,jntu,0.86,University of California Irvine
3371,blah_blah,108.0,155.0,164.0,3.5,Fall - 2012,jntu,0.8300000000000001,University of California Irvine
3372,cashwathkumar,107.0,139.0,156.0,3.5,Fall - 2013,jntu,0.867,University of California Irvine
3373,harunrashid,108.0,158.0,166.0,3.5,Fall - 2015,jntu,0.909,University of California Irvine
3374,neo29,109.0,164.0,160.0,4.5,Fall - 2011,jntu,0.867,University of California Irvine
3375,prabudhakshin,106.0,157.0,157.0,4.5,Fall - 2011,jntu,0.82,University of California Irvine
3376,shruthi90,109.0,152.0,155.0,3.5,Fall - 2014,jntu,0.932,University of California Irvine
3377,sundar2027,91.0,140.0,156.0,3.0,Fall - 2011,jntu,0.75,University of California Irvine
3378,sundar2us,91.0,152.0,161.0,3.0,Fall - 2011,jntu,0.75,University of California Irvine
3379,vinay90,107.0,146.0,155.0,3.5,Fall - 2011,jntu,0.727,University of California Irvine
3380,sethuram19,108.0,156.0,161.0,4.0,Fall - 2013,jntu,0.8720000000000001,University of Arizona
3381,swathy.sel,118.0,152.0,164.0,4.0,Fall - 2013,Univ--West Bengal University Of Technology/College--Institute Of Engineering And Management Kolkata,0.76,University of Arizona
3382,BabaSai345,112.0,158.0,168.0,5.0,Fall - 2012,jntu,0.9,Texas A and M University College Station
3383,basmano,108.0,400.0,800.0,3.0,Fall - 2011,jntu,0.9,Texas A and M University College Station
3384,czarus,105.0,400.0,800.0,4.0,Fall - 2013,jntu,0.92,Texas A and M University College Station
3385,dranzer_kai,107.0,152.0,164.0,3.0,Fall - 2015,jntu,0.939,Texas A and M University College Station
3386,ganesh10888,106.0,145.0,164.0,3.5,Fall - 2012,jntu,0.8009999999999999,Texas A and M University College Station
3387,Gopinat,111.0,157.0,164.0,3.5,Fall - 2013,jntu,0.8960000000000001,Texas A and M University College Station
3388,hansolo0210,110.0,165.0,159.0,5.0,Fall - 2011,jntu,0.8119999999999999,Texas A and M University College Station
3389,ilango,277.0,157.0,166.0,5.0,Fall - 2006,jntu,0.86,Texas A and M University College Station
3390,Iniyavan,109.0,490.0,800.0,3.5,Fall - 2011,jntu,0.9309999999999999,Texas A and M University College Station
3391,kannan.jake,107.0,157.0,166.0,3.5,Fall - 2011,jntu,0.885,Texas A and M University College Station
3392,Karthik Narayanan,273.0,640.0,800.0,4.0,Fall - 2007,jntu,0.8789999999999999,Texas A and M University College Station
3393,kaushiik,104.0,149.0,163.0,3.5,Fall - 2011,jntu,0.8809999999999999,Texas A and M University College Station
3394,kirti8192,113.0,152.0,160.0,4.0,Fall - 2013,jntu,0.927,Texas A and M University College Station
3395,manojpanguluru,103.0,162.0,160.0,3.5,Fall - 2011,jntu,0.9009999999999999,Texas A and M University College Station
3396,mynameisram,91.0,149.0,156.0,3.0,Fall,jntu,0.8099999999999999,Texas A and M University College Station
3397,neo29,109.0,150.0,166.0,4.5,Fall - 2011,jntu,0.867,Texas A and M University College Station
3398,rahulsri92,117.0,156.0,160.0,4.5,Fall - 2013,jntu,0.8789999999999999,Texas A and M University College Station
3399,ravianna07,112.0,154.0,163.0,4.0,Fall - 2013,jntu,0.858,Texas A and M University College Station
3400,rkarthik2009,237.0,430.0,800.0,4.0,Fall - 2007,jntu,0.903,Texas A and M University College Station
3401,rp_arvinth,4.0,560.0,790.0,4.0,Fall - 2011,jntu,0.861,Texas A and M University College Station
3402,sathish261990,109.0,141.0,155.0,3.5,Fall - 2013,jntu,0.858,Texas A and M University College Station
3403,sethuram19,108.0,162.0,155.0,4.0,Fall - 2013,jntu,0.8720000000000001,Texas A and M University College Station
3404,Sreenivaas,115.0,670.0,800.0,4.5,Fall - 2011,jntu,0.943,Texas A and M University College Station
3405,swathy.sel,118.0,164.0,166.0,4.0,Fall - 2013,jntu,0.76,Texas A and M University College Station
3406,vidhyaprakash0703,100.0,156.0,159.0,3.0,Fall - 2013,jntu,0.7969999999999999,Texas A and M University College Station
3407,vsridhar36,101.0,670.0,730.0,3.5,Fall - 2013,jntu,0.861,Texas A and M University College Station
3408,anandpg,283.0,156.0,166.0,4.0,Fall - 2006,jntu,0.86,Syracuse University
3409,purple!!,116.0,150.0,156.0,3.5,Fall - 2014,jntu,0.8150000000000001,Syracuse University
3410,RamMuthukrishnan,106.0,158.0,164.0,4.0,Fall - 2015,jntu,0.8009999999999999,Syracuse University
3411,swathy.sel,118.0,157.0,157.0,4.0,Fall - 2013,jntu,0.76,Syracuse University
3412,adram02,99.0,152.0,165.0,4.0,Fall - 2013,jntu,0.91,SUNY Stony Brook
3413,gokullu,92.0,470.0,750.0,3.0,Fall - 2011,jntu,0.8759999999999999,SUNY Stony Brook
3414,harihar90,117.0,147.0,166.0,4.5,Fall - 2014,jntu,0.918,SUNY Stony Brook
3415,karthiekc,102.0,150.0,166.0,4.0,Fall - 2012,tkrcollegeofengineering&technologyjntuhyderabad,0.8800000000000001,SUNY Stony Brook
3416,malathi.raghavan,117.0,161.0,168.0,5.5,Fall - 2012,jntu,0.897,SUNY Stony Brook
3417,manojpanguluru,103.0,156.0,163.0,3.5,Fall - 2011,lakshminiwasmittalinstituteofinformationtechnologyjaipur,0.9009999999999999,SUNY Stony Brook
3418,nikrishnaa,104.0,150.0,163.0,3.5,Fall - 2012,lakshminiwasmittalinstituteofinformationtechnologyjaipur,0.8960000000000001,SUNY Stony Brook
3419,prodigy,102.0,530.0,780.0,3.0,Fall - 2011,jntu,0.8949999999999999,SUNY Stony Brook
3420,ravianna07,112.0,150.0,166.0,4.0,Fall - 2013,jntu,0.858,SUNY Stony Brook
3421,watisthisac,115.0,580.0,790.0,4.0,Fall - 2011,jntu,0.8300000000000001,SUNY Stony Brook
3422,ananth_1616,109.0,150.0,166.0,4.0,Fall - 2011,jnvu,0.7,SUNY Buffalo
3423,asengutt,99.0,148.0,162.0,3.5,Fall - 2013,jnvu,0.8400000000000001,SUNY Buffalo
3424,Gopinat,111.0,157.0,164.0,3.5,Fall - 2013,jnvu,0.8960000000000001,SUNY Buffalo
3425,rahulsri92,117.0,155.0,165.0,4.5,Fall - 2013,jssnoida,0.8789999999999999,SUNY Buffalo
3426,studiousfellows,111.0,550.0,750.0,4.0,Fall - 2012,jssnoida,0.71,SUNY Buffalo
3427,swathy.sel,118.0,160.0,161.0,4.0,Fall - 2013,jssnoida,0.76,SUNY Buffalo
3428,tweety25,109.0,560.0,700.0,3.5,Fall - 2011,jssnoida,0.747,SUNY Buffalo
3429,vinay90,107.0,590.0,740.0,3.5,Fall - 2011,jssnoida,0.727,SUNY Buffalo
3430,yadhu,100.0,155.0,157.0,4.5,Fall - 2013,jssnoida,0.8400000000000001,SUNY Buffalo
3431,zrini1901,92.0,155.0,530.0,3.0,Fall - 2011,jssnoida,0.7969999999999999,SUNY Buffalo
3432,bazinga1990,111.0,580.0,760.0,4.0,Fall - 2012,jssnoida,0.8470000000000001,Rutgers University New Brunswick/Piscataway
3433,Karthik Narayanan,273.0,640.0,800.0,4.0,Fall - 2007,jssnoida,0.8789999999999999,Rutgers University New Brunswick/Piscataway
3434,rahulsri92,117.0,155.0,165.0,4.5,Fall - 2013,jssnoida,0.8789999999999999,Rutgers University New Brunswick/Piscataway
3435,sundar2us,91.0,155.0,760.0,3.0,Fall - 2011,jssnoida,0.75,Rutgers University New Brunswick/Piscataway
3436,anish ramesh,82.0,147.0,168.0,3.5,Fall - 2013,jssnoida,0.9309999999999999,Purdue University
3437,BabaSai345,112.0,158.0,168.0,5.0,Fall - 2012,jssate,0.9,Purdue University
3438,Iniyavan,109.0,490.0,800.0,3.5,Fall - 2011,jssate,0.9309999999999999,Purdue University
3439,jaykumarark,110.0,151.0,162.0,3.5,Fall - 2013,jssate,0.7879999999999999,Purdue University
3440,kannan.jake,107.0,570.0,800.0,3.5,Fall - 2011,jssate,0.885,Purdue University
3441,rahulsri92,117.0,155.0,165.0,4.5,Fall - 2013,jssate,0.8789999999999999,Purdue University
3442,rajesh261092,105.0,146.0,164.0,3.0,Fall - 2015,jssate,0.932,Purdue University
3443,rp_arvinth,4.0,146.0,164.0,4.0,Fall - 2011,jssate,0.861,Purdue University
3444,Sreenivaas,115.0,146.0,164.0,4.5,Fall - 2011,jssate,0.943,Purdue University
3445,tinyjeba,108.0,146.0,164.0,4.0,Fall - 2013,jssate,0.8109999999999999,Purdue University
3446,anandpg,283.0,650.0,800.0,4.0,Fall - 2006,juit,0.86,Ohio State University Columbus
3447,asengutt,99.0,148.0,162.0,3.5,Fall - 2013,juit,0.8400000000000001,Ohio State University Columbus
3448,BabaSai345,112.0,158.0,168.0,5.0,Fall - 2012,juit,0.9,Ohio State University Columbus
3449,dranzer_kai,107.0,152.0,164.0,3.0,Fall - 2015,juit,0.939,Ohio State University Columbus
3450,gowthams,7.0,152.0,159.0,3.5,Fall - 2013,juit,0.857,Ohio State University Columbus
3451,Iniyavan,109.0,490.0,800.0,3.5,Fall - 2011,juit,0.9309999999999999,Ohio State University Columbus
3452,jith87,103.0,154.0,166.0,3.5,Fall - 2011,juit,0.867,Ohio State University Columbus
3453,kannan.jake,107.0,161.0,160.0,3.5,Fall - 2011,juitsolan,0.885,Ohio State University Columbus
3454,karthiekc,102.0,161.0,160.0,4.0,Fall - 2012,juitsolan,0.8800000000000001,Ohio State University Columbus
3455,Karthik Narayanan,273.0,161.0,160.0,4.0,Fall - 2007,juitsolan,0.8789999999999999,Ohio State University Columbus
3456,kaushiik,104.0,146.0,166.0,3.5,Fall - 2011,kjsomaiyacollegeofengineering,0.8809999999999999,Ohio State University Columbus
3457,manojpanguluru,103.0,156.0,164.0,3.5,Fall - 2011,kjsomaiyacollegeofengineering,0.9009999999999999,Ohio State University Columbus
3458,prabudhakshin,106.0,700.0,800.0,4.5,Fall - 2011,kjsomaiyacollegeofengineering,0.82,Ohio State University Columbus
3459,rkarthik2009,237.0,430.0,800.0,4.0,Fall - 2007,kjsomaiyacollegeofengineering,0.903,Ohio State University Columbus
3460,sathish261990,109.0,158.0,159.0,3.5,Fall - 2013,kjsomaiyacollegeofengineering,0.858,Ohio State University Columbus
3461,squidward,270.0,146.0,166.0,5.0,Fall - 2007,kjsomaiyacollegeofengineering,0.8523999999999999,Ohio State University Columbus
3462,thewarrior,96.0,148.0,161.0,4.0,Fall - 2013,kjsomaiyacollegeofengineering,0.0907,Ohio State University Columbus
3463,vivekratnavel,101.0,144.0,161.0,3.5,Fall - 2014,kjsomaiyacollegeofengineering,0.71,Ohio State University Columbus
3464,vsridhar36,101.0,162.0,160.0,3.5,Fall - 2013,kjsomaiyacollegeofengineering,0.861,Ohio State University Columbus
3465,cashwathkumar,107.0,149.0,165.0,3.5,Fall - 2013,kjsomaiyacollegeofengineering,0.867,Northeastern University
3466,lajapathy,97.0,160.0,164.0,3.5,Spring - 2014,kjsomaiyacollegeofengineering,0.784,Northeastern University
3467,Latecomer,105.0,144.0,161.0,3.5,Spring - 2011,kjsomaiyacollegeofengineering,0.77,Northeastern University
3468,nischalr90,94.0,149.0,157.0,2.5,Spring - 2013,kjsomaiyacollegeofengineering,0.608,Northeastern University
3469,purple!!,116.0,150.0,156.0,3.5,Fall - 2014,kjsomaiyacollegeofengineering,0.8150000000000001,Northeastern University
3470,swathy.sel,118.0,142.0,157.0,4.0,Fall - 2013,kjsomaiyacollegeofengineering,0.76,Northeastern University
3471,vvinodh,97.0,146.0,166.0,3.5,Fall - 2012,kjsomaiyacollegeofengineering,0.852,Northeastern University
3472,anuja_b,111.0,155.0,162.0,3.5,Fall - 2012,kjsomaiyacollegeofengineering,0.918,North Carolina State University
3473,arunmoezhi,98.0,145.0,161.0,3.5,Fall - 2011,kjsomaiyacollegeofengineering,0.78,North Carolina State University
3474,asengutt,99.0,148.0,162.0,3.5,Fall - 2013,kjsomaiyacollegeofengineering,0.8400000000000001,North Carolina State University
3475,blah_blah,108.0,158.0,159.0,3.5,Fall - 2012,kjsomaiyacollegeofengineering,0.8300000000000001,North Carolina State University
3476,gokullu,92.0,162.0,160.0,3.0,Fall - 2011,kjsomaiyacollegeofengineering,0.8759999999999999,North Carolina State University
3477,Gopinat,111.0,157.0,164.0,3.5,Fall - 2013,kjsomaiyacollegeofengineering,0.8960000000000001,North Carolina State University
3478,lajapathy,97.0,143.0,166.0,3.5,Spring - 2014,kjsomaiyacollegeofengineering,0.784,North Carolina State University
3479,lak_06,117.0,158.0,163.0,5.0,Fall - 2011,kjsomaiyacollegeofengineering,0.93,North Carolina State University
3480,neo29,109.0,640.0,780.0,4.5,Fall - 2011,kjsomaiyacollegeofengineering,0.867,North Carolina State University
3481,nikrishnaa,104.0,150.0,163.0,3.5,Fall - 2012,kjsomaiyacollegeofengineering,0.8960000000000001,North Carolina State University
3482,prabhu1990,98.0,660.0,780.0,3.0,Fall - 2011,kjsomaiyacollegeofengineering,0.9129999999999999,North Carolina State University
3483,prashy90,105.0,156.0,164.0,3.5,Fall - 2011,kjsomaiyacollegeofengineering,0.845,North Carolina State University
3484,prem.avn,117.0,162.0,160.0,4.0,Fall - 2012,kjsomaiyacollegeofengineering,0.8539999999999999,North Carolina State University
3485,prodigy,102.0,166.0,166.0,3.0,Fall - 2011,kjsomaiyacollegeofengineering,0.8949999999999999,North Carolina State University
3486,sathish261990,109.0,146.0,166.0,3.5,Fall - 2013,kjsomaiyacollegeofengineering,0.858,North Carolina State University
3487,vidhyaprakash0703,100.0,158.0,163.0,3.0,Fall - 2013,kjsomaiyacollegeofengineering,0.7969999999999999,North Carolina State University
3488,vsridhar36,101.0,146.0,166.0,3.5,Fall - 2013,kjsomaiyacollegeofengineering,0.861,North Carolina State University
3489,yadhu,100.0,145.0,154.0,4.5,Fall - 2013,kjsomaiyacollegeofengineering,0.8400000000000001,North Carolina State University
3490,kanap008,109.0,500.0,800.0,3.5,Fall - 2011,srishakthiinstituteofengineeringandtechnology,0.79,New York University
3491,sathyanarayanaa,103.0,380.0,780.0,3.0,Fall - 2012,kjsomaiyacollegeofengineering,0.7,New York University
3492,sriram85in,93.0,146.0,166.0,3.0,Fall - 2011,kjsomaiyacollegeofengineering,0.78,New York University
3493,sumi123,110.0,158.0,161.0,4.0,Fall - 2014,kjsomaiyacollegeofengineering,0.935,New York University
3494,vinod_gre,99.0,340.0,770.0,3.0,Fall - 2011,srknecnagpur,0.581,New Jersey Institute of Technology
3495,BabaSai345,112.0,158.0,168.0,5.0,Fall - 2012,srmengineeringcollege,0.9,Georgia Institute of Technology
3496,blah_blah,108.0,159.0,166.0,3.5,Fall - 2012,srmengineeringcollege,0.8300000000000001,Georgia Institute of Technology
3497,dragonlord,114.0,730.0,800.0,3.5,Fall - 2012,srmengineeringcollege,0.866,Georgia Institute of Technology
3498,jefferson.ceg,112.0,630.0,800.0,4.5,Fall - 2011,srmengineeringcollege,0.9209999999999999,Georgia Institute of Technology
3499,kannan.jake,107.0,570.0,800.0,3.5,Fall - 2011,srmengineeringcollege,0.885,Georgia Institute of Technology
3500,karthikvenkat,116.0,730.0,800.0,4.5,Fall - 2011,srmengineeringcollege,0.97,Georgia Institute of Technology
3501,kaushiik,104.0,169.0,164.0,3.5,Fall - 2011,srmengineeringcollege,0.8809999999999999,Georgia Institute of Technology
3502,kirti8192,113.0,164.0,164.0,4.0,Fall - 2013,srmengineeringcollege,0.927,Georgia Institute of Technology
3503,lak_06,117.0,740.0,800.0,5.0,Fall - 2011,srmengineeringcollege,0.93,Georgia Institute of Technology
3504,manojpanguluru,103.0,520.0,760.0,3.5,Fall - 2011,srmengineeringcollege,0.9009999999999999,Georgia Institute of Technology
3505,rp_arvinth,4.0,560.0,790.0,4.0,Fall - 2011,srmengineeringcollege,0.861,Georgia Institute of Technology
3506,watisthisac,115.0,580.0,790.0,4.0,Fall - 2011,srmengineeringcollege,0.8300000000000001,Georgia Institute of Technology
3507,prasanthms,103.0,148.0,161.0,4.0,Fall - 2015,srmengineeringcollege,0.7969999999999999,George Mason University
3508,adram02,99.0,152.0,165.0,4.0,Fall - 2013,srmengineeringcollege,0.91,Cornell University
3509,vallabarayan,96.0,144.0,158.0,3.0,Fall - 2011,srmengineeringcollege,0.8480000000000001,Cornell University
3510,venki8th,100.0,550.0,800.0,3.5,Fall - 2012,srmengineeringcollege,0.8800000000000001,Cornell University
3511,dhinesh kumar,106.0,156.0,163.0,3.0,Fall - 2011,srmengineeringcollege,0.883,Columbia University
3512,dranzer_kai,107.0,152.0,164.0,3.0,Fall - 2015,srmengineeringcollege,0.939,Columbia University
3513,jefferson.ceg,112.0,156.0,166.0,4.5,Fall - 2011,srmengineeringcollege,0.9209999999999999,Columbia University
3514,kanap008,109.0,500.0,800.0,3.5,Fall - 2011,srmengineeringcollege,0.79,Columbia University
3515,ananth_1616,109.0,157.0,166.0,4.0,Fall - 2011,srmengineeringcollege,0.7,Clemson University
3516,yadhu,100.0,153.0,157.0,4.5,Fall - 2013,srmengineeringcollege,0.8400000000000001,Clemson University
3517,arun7sampath,97.0,149.0,730.0,3.0,Fall - 2011,srmengineeringcollege,0.884,Carnegie Mellon University
3518,blah_blah,108.0,169.0,164.0,3.5,Fall - 2012,srmengineeringcollege,0.8300000000000001,Carnegie Mellon University
3519,dpkarthik,111.0,156.0,164.0,4.0,Fall - 2013,srmengineeringcollege,0.8630000000000001,Carnegie Mellon University
3520,dragonlord,114.0,146.0,155.0,3.5,Fall - 2012,srmengineeringcollege,0.866,Carnegie Mellon University
3521,karthikvenkat,116.0,144.0,158.0,4.5,Fall - 2011,srmengineeringcollege,0.97,Carnegie Mellon University
3522,keechu,114.0,160.0,162.0,4.0,Fall - 2015,srmengineeringcollege,0.78,Carnegie Mellon University
3523,lak_06,117.0,155.0,163.0,5.0,Fall - 2011,srmengineeringcollege,0.93,Carnegie Mellon University
3524,Preethi Jayaram,115.0,670.0,760.0,4.5,Fall - 2011,srmengineeringcollege,0.86,Carnegie Mellon University
3525,prem.avn,117.0,156.0,163.0,4.0,Fall - 2012,srmengineeringcollege,0.8539999999999999,Carnegie Mellon University
3526,rahulsri92,117.0,155.0,165.0,4.5,Fall - 2013,srmengineeringcollege,0.8789999999999999,Carnegie Mellon University
3527,RamMuthukrishnan,106.0,152.0,161.0,4.0,Fall - 2015,srmengineeringcollege,0.8009999999999999,Carnegie Mellon University
3528,saileshmukil,111.0,142.0,157.0,3.5,Fall - 2013,srmengineeringcollege,0.7190000000000001,Carnegie Mellon University
3529,sethuram19,108.0,156.0,161.0,4.0,Fall - 2013,srmengineeringcollege,0.8720000000000001,Carnegie Mellon University
3530,vinay90,107.0,590.0,740.0,3.5,Fall - 2011,srmengineeringcollege,0.727,Carnegie Mellon University
3531,anandpg,283.0,162.0,160.0,4.0,Fall - 2006,srmengineeringcollege,0.86,Arizona State University
3532,anand_5au,95.0,145.0,165.0,3.0,Fall - 2015,srmengineeringcollege,0.833,Arizona State University
3533,bazinga1990,111.0,580.0,760.0,4.0,Fall - 2012,srmengineeringcollege,0.8470000000000001,Arizona State University
3534,cashwathkumar,107.0,149.0,165.0,3.5,Fall - 2013,srmengineeringcollege,0.867,Arizona State University
3535,dragonlord,114.0,163.0,166.0,3.5,Fall - 2012,srmengineeringcollege,0.866,Arizona State University
3536,gokullu,92.0,169.0,164.0,3.0,Fall - 2011,srmengineeringcollege,0.8759999999999999,Arizona State University
3537,Gopinat,111.0,156.0,164.0,3.5,Fall - 2013,srmengineeringcollege,0.8960000000000001,Arizona State University
3538,ilango,277.0,710.0,800.0,5.0,Fall - 2006,srmengineeringcollege,0.86,Arizona State University
3539,immu1989,92.0,160.0,154.0,3.5,Fall - 2012,srmengineeringcollege,0.78,Arizona State University
3540,Iniyavan,109.0,490.0,800.0,3.5,Fall - 2011,srmengineeringcollege,0.9309999999999999,Arizona State University
3541,kamsotz,112.0,700.0,800.0,4.0,Fall - 2012,srmengineeringcollege,0.75,Arizona State University
3542,kannan.jake,107.0,143.0,164.0,3.5,Fall - 2011,srmengineeringcollege,0.885,Arizona State University
3543,Karthik Narayanan,273.0,640.0,800.0,4.0,Fall - 2007,srmengineeringcollege,0.8789999999999999,Arizona State University
3544,kripa45,98.0,156.0,164.0,3.0,Fall - 2012,srmengineeringcollege,0.7030000000000001,Arizona State University
3545,rameshkumar1989,96.0,160.0,164.0,3.0,Fall - 2015,srmengineeringcollege,0.725,Arizona State University
3546,rkarthik2009,237.0,158.0,159.0,4.0,Fall - 2007,srmengineeringcollege,0.903,Arizona State University
3547,sakthi522005,112.0,162.0,160.0,3.5,Spring - 2014,srmengineeringcollege,0.73,Arizona State University
3548,Sharan.Babu,108.0,157.0,164.0,3.5,Spring - 2015,srmengineeringcollege,0.882,Arizona State University
3549,smithasekhar,104.0,162.0,164.0,3.5,Fall - 2015,srmengineeringcollege,0.8029999999999999,Arizona State University
3550,smkumar2203,113.0,570.0,800.0,3.5,Fall - 2012,srmengineeringcollege,0.8710000000000001,Arizona State University
3551,spraveen,100.0,143.0,164.0,3.5,Fall - 2013,srmengineeringcollege,0.8300000000000001,Arizona State University
3552,thewarrior,96.0,146.0,166.0,4.0,Fall - 2013,srmengineeringcollege,0.0907,Arizona State University
3553,tinyjeba,108.0,155.0,166.0,4.0,Fall - 2013,srmengineeringcollege,0.8109999999999999,Arizona State University
3554,vidhyaprakash0703,100.0,155.0,163.0,3.0,Fall - 2013,srmengineeringcollege,0.7969999999999999,Arizona State University
3555,vignesh2709,109.0,151.0,166.0,3.0,Spring - 2014,srmengineeringcollege,0.918,Arizona State University
3556,vinay90,107.0,590.0,740.0,3.5,Fall - 2011,kjsomaiyacollegeofengineering,0.727,Arizona State University
3557,yadhu,100.0,148.0,164.0,4.5,Fall - 2013,kjsomaiyacollegeofengineering,0.8400000000000001,Arizona State University
3558,Silver Shah,114.0,160.0,162.0,4.0,Fall - 2015,galgotiacollegeofengineeringandtechnologyiiuptu,0.8275,University of Colorado Boulder
3559,dharaniaryan,74.0,158.0,159.0,3.5,Fall - 2012,galgotiacollegeofengineeringandtechnologyiiuptu,0.841,Texas A and M University College Station
3560,Raiden,270.0,450.0,750.0,5.0,Fall - 2006,kjsomaiyacollegeofengineering,0.7868999999999999,University of Illinois Chicago
3561,vamsy,92.0,450.0,800.0,4.0,Fall - 2012,kjsomaiyacollegeofengineering,0.74,University of Texas Dallas
3562,yspraneeth,108.0,163.0,166.0,4.0,Fall - 2012,kjsomaiyacollegeofengineering,0.8809999999999999,University of Texas Dallas
3563,yspraneeth,108.0,145.0,161.0,4.0,Fall - 2012,kjsomaiyacollegeofengineering,0.8809999999999999,University of Southern California
